Metaphor,Derived metaphor,Category,subcategory,Example,Source
DISEASE_IS_A_LIVING_ENTITY,,,,"Hannah added: ""This is such a cruel disease","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_BREAKABLE_OBJECT,,,,"Lucy Kerr, 20, was diagnosed with bone cancer when she broke her thigh bone","dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_BREAKABLE_OBJECT,,,,He said many other organs could be repaired or replaced,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_MACHINE,,,,The body has adapted defence mechanisms to protect itself against the entry of microorganisms,"bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_MACHINE,,,,"With jagged particles, because of the way they follow the path of the air, there's a lower chance of them impacting the sinus walls at the back of the throat - which is the body's defence mechanism for keeping particles out of the lungs","bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_BUILDING,,,,"A woman who needs reconstructive surgery after getting a tummy tuck and breast implants in Turkey has said she ""wishes she didn't""","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_BUILDING,,,,"But she said she has had ""ongoing problems"" since the surgery and is paying for private reconstructive surgery worth £10,000","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
HUMAN_BODY_IS_A_BUILDING,,,,"A bodybuilder celebrating British and European title wins says his ""third kidney"" gave him the energy to compete","bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
CANCER_IS_JOURNEY,,,,"A couple of weeks later, I returned for a follow-up visit and the surgeon reported that the incision was healing nicely.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"Even from dealing with the initial paperwork, I could see the dedication that went into patient care at every step of the way.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"I went for an initial consultation and met with my medical oncologist, who explained the particulars of cancer very clearly, even drawing pictures to make sure I understood exactly what he was telling me.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,He wanted to do an imaging test just to be certain that all problematic areas were detected.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,It turned out that he found two new trouble spots.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"With this procedure, a balloon-type device is inserted into the area where the cancer cells are located.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,I am so thankful that my journey brought me to CTCA.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"My first encounter with breast cancer came in 2010, when I was diagnosed with  ductal carcinoma in situ (DCIS), or stage 0 breast cancer.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"When we come to CTCA, the staff remembers our names and why we are there.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,I just felt like I was in the right place.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"I had been able to handle the logistics when Mark was having his surgery two weeks  before mine, but now we both headed home for six weeks of recovery together.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,Going through cancer changes you.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"Today, we try to make a difference wherever we go.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"No matter who we come across or where we are, we try to carry good things with us. ","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,And I knew right then that I would do whatever it took to get through whatever was headed my way.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,Cancer Treatment Centers of America® (CTCA) was the second place I called.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,"That question allowed me to stop worrying, to pray and give thanks to God, and keep going with my day. ","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,I used my nursing skills to try to navigate her cancer care.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_JOURNEY,,,,But there was no doubt in either of our minds where she would go for treatment.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,I also want to acknowledge the faith that helped carry me through my fears.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,"The prayers, meals and calls—and just having them there—helped get me through a rough part of my life. ","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,I thank God for the friends and family in my life who support me.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,"I don’t let the little things bother me anymore, and I appreciate so much more than I ever did. ","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,"For me, faith became that tool.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,"It was a very spiritual experience to connect with others, and it helped renew my faith. ","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_BLESSING,,,,I’m grateful for the care I received at CTCA and for the support I had from my family and friends during my treatment.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,"I remember going into the MRI machine thinking about how my doctors had done all they could up to that point, how I had tried to take care of myself and that we had all done our best.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,"I  explained to her that this was temporary, and we always emphasized the short-term nature of the treatment.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,I’ve learned to take things a bit more lightly.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,I tried to gather as much information as possible.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,I went online to read about my cancer and the treatment options available.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,"In my online research, Cancer Treatment Centers of America® (CTCA) was always included in my search results.","THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,We discussed my treatment options.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,(of a person who has cancer) I have learned to let the little things go.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
CANCER_IS_A_LESSON,,,,I focus on healthy living. Most of what my family and I eat is not bought from the grocery story.,"THE USE OF CONCEPTUAL METAPHOR IN CANCER  PATIENT STORIES ON A CANCER CENTER WEBSITE Iska Agnesya Fereralda 1 * Shanty A.Y.P.S Duwila, S . S., M.Pd 2 Yulis Setyowati, S.Pd., M.Pd.B.I"
LIFE IS A JOURNEY,CANCER IS AN OBSTACLE ON THE JOURNEY OF LIFE,,,Cancer was something I needed for me to get through.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_1 "
LIFE IS A JOURNEY,CANCER IS AN OBSTACLE ON THE JOURNEY OF LIFE,,,And [Cancer] it has transported me to a place.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_2"
LIFE IS A JOURNEY,CANCER IS AN OBSTACLE ON THE JOURNEY OF LIFE,,,It [Cancer] kinds brings ... it brought me to the kind of ... the edge of the abyss.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_3"
EMOTIONAL EFFECT IS PHYSICAL CONTACT,,,,I wasn’t prepared for the impact it would have on me.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_4"
EMOTIONAL EFFECT IS PHYSICAL CONTACT,,,,The idea of that therapy really struck me as something I wanted.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_5"
EMOTIONAL EFFECT IS PHYSICAL CONTACT,,,,It’s not that it ever was lighter.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_6"
EMOTIONAL STRENGTH IS PHYSICAL STRENGTH,,,,You really do believe you are OK and you are as strong as you think you are.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_7"
EMOTIONAL STRENGTH IS PHYSICAL STRENGTH,,,,It was ... I just ... I learned my strength.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_8"
SELF IS A CONTAINER,CANCER IS A FLUID WITHIN THE SELF CONTAINER,,,"All of a sudden, it was like the plug had just been pulled in me and I was empty."," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_9"
SELF IS A CONTAINER,CANCER IS A FLUID WITHIN THE SELF CONTAINER,,,I couldn’t absorb what was going on.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_10"
LIFE IS A GAMBLING GAME,CANCER AND ITS TREATMENT IS A GAME,,,One option was to do nothing and just live with the odds.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_11"
LIFE IS A GAMBLING GAME,CANCER AND ITS TREATMENT IS A GAME,,,Cancer is so unpredictable.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_12"
UNDERSTANDING IS SEEING,CANCER CLEARS VISION AND ALLOWS FOR NEW UNDERSTANDING,,,It was like putting on a new pair of glasses.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_13"
UNDERSTANDING IS SEEING,CANCER CLEARS VISION AND ALLOWS FOR NEW UNDERSTANDING,,,At the age of 40 I had the chance to look at what was really important and make sure I didn’t miss it.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_14"
UNDERSTANDING IS SEEING,CANCER CLEARS VISION AND ALLOWS FOR NEW UNDERSTANDING,,,It allowed me to see life in a different way.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_15"
"HEALING IS A CHOICE, CANCER IS NOT",,,,I chose to get chemotherapy because it was a choice of mine.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_16"
"HEALING IS A CHOICE, CANCER IS NOT",,,,I could claim that as a choice instead of say that I have to.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_17"
"HEALING IS A CHOICE, CANCER IS NOT",,,,I viewed cancer as not an option.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_18"
CANCER IS AN ENTITY FROM A DIFFERENT WORLD,,,,And you have a colostomy and that was ... like from another planet.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_19"
CANCER IS AN ENTITY FROM A DIFFERENT WORLD,,,,It was a different world ... a warped time zone.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_20"
THE BODY IS A MACHINE,,,,My body’s working really hard for me ... its responding and doing well.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_21"
THE BODY IS A MACHINE,,,,The disease broke me down.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_22"
THE BODY IS A MACHINE,,,,The doctor said we can fix that.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_23"
CANCER IS WAR,,,,The disease was an aggressive opponent that I had to fight.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_24"
CANCER IS A TEACHER,,,,The disease has taught me many things about myself.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_25"
CANCER IS A TEACHER,,,,I learned so much from this illness.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_26"
PSYCHOLOGICAL DISTANCE IS PHYSICAL DISTANCE,,,,We were just so bonded.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_27"
PSYCHOLOGICAL DISTANCE IS PHYSICAL DISTANCE,,,,I felt distanced from myself.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_28"
"HAPPY IS UP, SADNESS IS DOWN",,,,I felt on top of things.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_29"
"HAPPY IS UP, SADNESS IS DOWN",,,,I had no choice but to stay up ... but one day I was kinda down.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_30"
EMOTIONS ARE NATURAL FORCES,,,,I felt overwhelmed.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_31"
EMOTIONS ARE NATURAL FORCES,,,,I was knocked over by the news.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_32"
LIFE AND CANCER ARE NATURAL PROCESSES,,,,My process of living feels like two divergent realities.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_33"
LIFE AND CANCER ARE NATURAL PROCESSES,,,,My cells need a little more nurturing right now.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_34"
LIFE IS A BANK ACCOUNT,,,,"Losing my hair is really, really a small price to pay for my life."," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_35"
LIFE IS A BANK ACCOUNT,,,,I just wanted to buy time until my surgeon was home.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_36"
THE SELF IS MADE OF DIFFERENT PARTS (CANCER HELPS UNCOVER THESE PARTS),,,,"Part of me was frightened but there was another part that was fairly okay—I’ll get through this,you know and learn new things."," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_37"
CANCER IS A WAKE-UP CALL,,,,Cancer was the kind of wake-up call I needed.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_38"
CANCER IS A WAKE-UP CALL,,,,I think of it in metaphorical terms as an alarm.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_39"
MIND IS A BRITTLE OBJECT (TO HEAL ONE MUST KEEP IT TOGETHER),,,,I was a mess.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_40"
MIND IS A BRITTLE OBJECT (TO HEAL ONE MUST KEEP IT TOGETHER),,,,I’ve never quite gotten it together.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_41"
MIND IS A BRITTLE OBJECT (TO HEAL ONE MUST KEEP IT TOGETHER),,,,I would do certain meditations so I felt fairly connected.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_42"
LIFE IS A PLAY,CANCER OFFERS NEW ROLES IN A PLAY,,,It was a new role for me.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_43"
LIFE IS A PLAY,CANCER OFFERS NEW ROLES IN A PLAY,,,The dance he has choreographed for me was riddled with mis-matched moves.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_44"
LIFE IS A PLAY,CANCER OFFERS NEW ROLES IN A PLAY,,,It was role-reversal.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_45"
PSYCHOLOGICAL GROWTH IS BIOLOGICAL GROWTH (CANCER HELPS US GROW),,,,I felt like to see that there is the potential for growth from the crisis.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_46"
UNDERSTANDING IS GRASPING,,,,I was really impressed by how I handled it.," Raymond W. Gibbs Jr. & Heather Franks (2002) Embodied Metaphor In Women's Narratives About Their Experiences With Cancer, Health Communication, 14:2, 139-165, DOI: 10.1207/S15327027HC1402_47"
