Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID1266 - Does this sentence contain a metaphor?
Sentence: ""The RNA copy of DNA that is destined to form protein molecules is called messenger RNA (mRNA)""","Does this sentence contain a metaphor?
Sentence: ""The RNA copy of DNA that is destined to form protein molecules is called messenger RNA (mRNA)""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1268 - Does this sentence contain a metaphor?
Sentence: ""Nontumorogenic cultured cells often cease growth as a well-ordered monolayer. Transformed cells, by contrast, often crisscross each other randomly, forming local piles of viable cells.""","Does this sentence contain a metaphor?
Sentence: ""Nontumorogenic cultured cells often cease growth as a well-ordered monolayer. Transformed cells, by contrast, often crisscross each other randomly, forming local piles of viable cells.""","{'no': 2, 'yes': 1}",no,**no**,LLM does NOT match the gold standard.,False
"QID1270 - Does this sentence contain a metaphor?
Sentence: ""Insulin gene expression seems to be regulated via cellular second messengers""","Does this sentence contain a metaphor?
Sentence: ""Insulin gene expression seems to be regulated via cellular second messengers""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1272 - Does this sentence contain a metaphor?
Sentence: ""It was a different world ... a warped time zone.""","Does this sentence contain a metaphor?
Sentence: ""It was a different world ... a warped time zone.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1274 - Does this sentence contain a metaphor?
Sentence: ""Mintz and Fleischman have suggested that ""the gene at issue [ma be] any of the numerous 'banal' or ordinary genes involved in cell growth and differentiation, rather than special pr exotic cancer genes""""","Does this sentence contain a metaphor?
Sentence: ""Mintz and Fleischman have suggested that ""the gene at issue [ma be] any of the numerous 'banal' or ordinary genes involved in cell growth and differentiation, rather than special pr exotic cancer genes""""",{'yes': 2},yes,**no**,LLM does NOT match the gold standard.,False
"QID1276 - Does this sentence contain a metaphor?
Sentence: ""Antonio Cassano shows improvement after suspected stroke""","Does this sentence contain a metaphor?
Sentence: ""Antonio Cassano shows improvement after suspected stroke""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1278 - Does this sentence contain a metaphor?
Sentence: ""This is a site for teaching simple concepts to younger children. This was one of the more """"accurate"""" analogies that was floating around the web. In encompasses the dual nature of biological membranes found in most cells. They have a fence like quality for  controlling water flow and thus giving structure to acell. But they also have a gate like structure for allow certain molecules to pass in and out in a very controlled way.""","Does this sentence contain a metaphor?
Sentence: ""This is a site for teaching simple concepts to younger children. This was one of the more """"accurate"""" analogies that was floating around the web. In encompasses the dual nature of biological membranes found in most cells. They have a fence like quality for  controlling water flow and thus giving structure to acell. But they also have a gate like structure for allow certain molecules to pass in and out in a very controlled way.""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID1280 - Does this sentence contain a metaphor?
Sentence: ""But the emotional side of cancer and of BC in particular is the real killer—it strangles and shocks your soul""","Does this sentence contain a metaphor?
Sentence: ""But the emotional side of cancer and of BC in particular is the real killer—it strangles and shocks your soul""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1282 - Does this sentence contain a metaphor?
Sentence: ""The irreversibility and ""memory"" characteristics of the process of initiation""","Does this sentence contain a metaphor?
Sentence: ""The irreversibility and ""memory"" characteristics of the process of initiation""","{'no': 2, 'yes': 1}",no,**no**,LLM does NOT match the gold standard.,False
"QID1284 - Does this sentence contain a metaphor?
Sentence: ""the initiated cell survives""","Does this sentence contain a metaphor?
Sentence: ""the initiated cell survives""",{'yes': 2},yes,**no**,LLM does NOT match the gold standard.,False
"QID1286 - Does this sentence contain a metaphor?
Sentence: ""if the antibody or ligand is coupled to a toxic agent, it may selectively kill the tumor cells in the metastatic foci.""","Does this sentence contain a metaphor?
Sentence: ""if the antibody or ligand is coupled to a toxic agent, it may selectively kill the tumor cells in the metastatic foci.""","{'no': 2, 'yes': 1}",no,no,LLM matches the gold standard.,True
"QID1288 - Does this sentence contain a metaphor?
Sentence: ""there are two copies of the genome in every somatic cell""","Does this sentence contain a metaphor?
Sentence: ""there are two copies of the genome in every somatic cell""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID1293 - Does this sentence contain a metaphor?
Sentence: ""Similarly spectacular recoveries have now been recorded in many different kinds of cancer, including extremely aggressive forms like acute myeloid leukaemia""","Does this sentence contain a metaphor?
Sentence: ""Similarly spectacular recoveries have now been recorded in many different kinds of cancer, including extremely aggressive forms like acute myeloid leukaemia""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1295 - Does this sentence contain a metaphor?
[on having cancer]Sentence: ""I am such a fighter""","Does this sentence contain a metaphor?
[on having cancer]Sentence: ""I am such a fighter""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1297 - Does this sentence contain a metaphor?
Sentence: ""Losing my hair is really, really a small price to pay for my life.""","Does this sentence contain a metaphor?
Sentence: ""Losing my hair is really, really a small price to pay for my life.""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1299 - Does this sentence contain a metaphor?
Sentence: ""Whereas B cells can recognize antigen alone, T cells recognize antigen in association with MHC molecules""","Does this sentence contain a metaphor?
Sentence: ""Whereas B cells can recognize antigen alone, T cells recognize antigen in association with MHC molecules""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1301 - Does this sentence contain a metaphor?
Sentence: ""only if one assumes that the target cell population (i.e., stem cells) is much smaller ...""","Does this sentence contain a metaphor?
Sentence: ""only if one assumes that the target cell population (i.e., stem cells) is much smaller ...""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1303 - Does this sentence contain a metaphor?
Sentence: ""Women,  failing to seek medical advice for a suspected heart attack for fear of being considered a hypochondriac, ""","Does this sentence contain a metaphor?
Sentence: ""Women,  failing to seek medical advice for a suspected heart attack for fear of being considered a hypochondriac, """,{'no': 2},no,no,LLM matches the gold standard.,True
"QID1305 - Does this sentence contain a metaphor?
Sentence: ""But the emotional side of cancer and of BC [breast cancer] in particular is the real killer—it strangles and shocks your soul.""","Does this sentence contain a metaphor?
Sentence: ""But the emotional side of cancer and of BC [breast cancer] in particular is the real killer—it strangles and shocks your soul.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1307 - Does this sentence contain a metaphor?
Sentence: ""It also notes there is some, albeit very limited evidence, that such  of adults catching the disease from children""","Does this sentence contain a metaphor?
Sentence: ""It also notes there is some, albeit very limited evidence, that such  of adults catching the disease from children""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID1309 - Does this sentence contain a metaphor?
Sentence: ""Undermethylated DNA usually is transcriptionally active;""","Does this sentence contain a metaphor?
Sentence: ""Undermethylated DNA usually is transcriptionally active;""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1311 - Does this sentence contain a metaphor?
Sentence: ""the role of various breaks in natural barriers to infection ... The skin represents an important barrier""","Does this sentence contain a metaphor?
Sentence: ""the role of various breaks in natural barriers to infection ... The skin represents an important barrier""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1315 - Does this sentence contain a metaphor?
Sentence: ""cells equipped with the capacities of survival and proliferation""","Does this sentence contain a metaphor?
Sentence: ""cells equipped with the capacities of survival and proliferation""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID1317 - Does this sentence contain a metaphor?
Sentence: ""A limited number of antibodies have also been developed that recognize tumor antigens unique to...""","Does this sentence contain a metaphor?
Sentence: ""A limited number of antibodies have also been developed that recognize tumor antigens unique to...""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1319 - Does this sentence contain a metaphor?
Sentence: ""The cell bodies of the neurons are found in the dorsal root ganglia - for the face - and the trigeminal ganglia for the rest of the body""","Does this sentence contain a metaphor?
Sentence: ""The cell bodies of the neurons are found in the dorsal root ganglia - for the face - and the trigeminal ganglia for the rest of the body""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID1321 - Does this sentence contain a metaphor?
Sentence: ""gag- or env-onc fusion products may serve to contribute to transforming potential by misdirecting an oncogene product to an improper cellular location""","Does this sentence contain a metaphor?
Sentence: ""gag- or env-onc fusion products may serve to contribute to transforming potential by misdirecting an oncogene product to an improper cellular location""","{'no': 2, 'yes': 1}",no,no,LLM matches the gold standard.,True
"QID1325 - Does this sentence contain a metaphor?
[on having cancer]Sentence: ""I couldn’t absorb what was going on.""","Does this sentence contain a metaphor?
[on having cancer]Sentence: ""I couldn’t absorb what was going on.""","{'no': 1, 'yes': 1}",Tie,**yes**,Tie among humans; accepted.,True
"QID1327 - Does this sentence contain a metaphor?
Sentence: ""The message is to prevent and control diabetes""","Does this sentence contain a metaphor?
Sentence: ""The message is to prevent and control diabetes""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1329 - Does this sentence contain a metaphor?
Sentence: ""Wayne Brady described his battle with depression and ""constant self-doubt"" in 2014""","Does this sentence contain a metaphor?
Sentence: ""Wayne Brady described his battle with depression and ""constant self-doubt"" in 2014""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1331 - Does this sentence contain a metaphor?
Sentence: ""These cells...are extremely large...and contain large stores of gene transcription and mRNA translation machinery.""","Does this sentence contain a metaphor?
Sentence: ""These cells...are extremely large...and contain large stores of gene transcription and mRNA translation machinery.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1333 - Does this sentence contain a metaphor?
Sentence: ""(related to cancer) do battle""","Does this sentence contain a metaphor?
Sentence: ""(related to cancer) do battle""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1337 - Does this sentence contain a metaphor?
Sentence: ""The process of metastasis is not random. Instead, it is a cascade of linked sequential steps that must be traversed by tumor cells if a metastasis is to develop.""","Does this sentence contain a metaphor?
Sentence: ""The process of metastasis is not random. Instead, it is a cascade of linked sequential steps that must be traversed by tumor cells if a metastasis is to develop.""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID1339 - Does this sentence contain a metaphor?
Sentence: ""The oncogene may provide a constitutive signal that perhaps initiates a cascade of subordinate functions out of sync with the normal events.""","Does this sentence contain a metaphor?
Sentence: ""The oncogene may provide a constitutive signal that perhaps initiates a cascade of subordinate functions out of sync with the normal events.""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID1341 - Does this sentence contain a metaphor? [on having cancer]
Sentence: ""I just felt like I was in the right place.""","Does this sentence contain a metaphor? [on having cancer]
Sentence: ""I just felt like I was in the right place.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1343 - Does this sentence contain a metaphor?
Sentence: ""the two-step generation of malignancies""","Does this sentence contain a metaphor?
Sentence: ""the two-step generation of malignancies""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1345 - Does this sentence contain a metaphor?
Sentence: ""the intricate processes by which cells communicate""","Does this sentence contain a metaphor?
Sentence: ""the intricate processes by which cells communicate""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID1347 - Does this sentence contain a metaphor?
Sentence: ""such functional but sterile cells will nor appear different from fertile cells""","Does this sentence contain a metaphor?
Sentence: ""such functional but sterile cells will nor appear different from fertile cells""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID1349 - Does this sentence contain a metaphor?
Sentence: ""the cell's genetic apparatus""","Does this sentence contain a metaphor?
Sentence: ""the cell's genetic apparatus""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1351 - Does this sentence contain a metaphor?
Sentence: ""the growth regulatory mechanisms""","Does this sentence contain a metaphor?
Sentence: ""the growth regulatory mechanisms""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1353 - Does this sentence contain a metaphor?
Sentence: ""These investigators speculated that tumors pick up some of the injected antibodies nonspecifically.""","Does this sentence contain a metaphor?
Sentence: ""These investigators speculated that tumors pick up some of the injected antibodies nonspecifically.""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID1355 - Does this sentence contain a metaphor?
[on having cancer]:Sentence: ""I’ve learned to take things a bit more lightly.""","Does this sentence contain a metaphor?
[on having cancer]:Sentence: ""I’ve learned to take things a bit more lightly.""",{'yes': 3},yes,**no**,LLM does NOT match the gold standard.,False
"QID1359 - Does this sentence contain a metaphor?
Sentence: ""NHS Blood and Transplant figures show about 3,000 lifesaving transplants were missed in the last year""","Does this sentence contain a metaphor?
Sentence: ""NHS Blood and Transplant figures show about 3,000 lifesaving transplants were missed in the last year""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID1361 - Does this sentence contain a metaphor?
Sentence: ""I had no choice but to stay up ... but one day I was kinda down.""","Does this sentence contain a metaphor?
Sentence: ""I had no choice but to stay up ... but one day I was kinda down.""","{'yes': 2, 'no': 1}",yes,**no**,LLM does NOT match the gold standard.,False
"QID1363 - Does this sentence contain a metaphor?
Sentence: ""And for me PTSD stole the latter half of my 30s from me: it stole my career, it stole my chances at finding the right partner  it stole my ability to eat and to sleep, and it stole my mind ""","Does this sentence contain a metaphor?
Sentence: ""And for me PTSD stole the latter half of my 30s from me: it stole my career, it stole my chances at finding the right partner  it stole my ability to eat and to sleep, and it stole my mind """,{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1365 - Does this sentence contain a metaphor?
Sentence: ""A variation of this technique known as random priming uses a randomly generated set of six base-pair oligonucleotides as primers to generate labeled DNA of very high specific activity.""","Does this sentence contain a metaphor?
Sentence: ""A variation of this technique known as random priming uses a randomly generated set of six base-pair oligonucleotides as primers to generate labeled DNA of very high specific activity.""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID1367 - Does this sentence contain a metaphor?
Sentence: ""the mechanism of tumor cell killing appears to be an ""innocent bystander"" effect by a vigurous local immune response;""","Does this sentence contain a metaphor?
Sentence: ""the mechanism of tumor cell killing appears to be an ""innocent bystander"" effect by a vigurous local immune response;""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1369 - Does this sentence contain a metaphor?
Sentence: ""Their surface adhesion or anchorage requirement is changed""","Does this sentence contain a metaphor?
Sentence: ""Their surface adhesion or anchorage requirement is changed""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID1371 - Does this sentence contain a metaphor?
[on healing from cancer]:Sentence: ""I could claim that as a choice instead of say that I have to.""","Does this sentence contain a metaphor?
[on healing from cancer]:Sentence: ""I could claim that as a choice instead of say that I have to.""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1373 - Does this sentence contain a metaphor?
Sentence: ""She said it has ended a close relationship with a mental health nurse who had helped her over the last year to recover from an anxiety attack""","Does this sentence contain a metaphor?
Sentence: ""She said it has ended a close relationship with a mental health nurse who had helped her over the last year to recover from an anxiety attack""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1375 - Does this sentence contain a metaphor?
Sentence: ""Typically cell membranes have proteins mixed within their cell membranes, therefore a cell surface will be more bumpy than smooth, a cobblestone if you will.""","Does this sentence contain a metaphor?
Sentence: ""Typically cell membranes have proteins mixed within their cell membranes, therefore a cell surface will be more bumpy than smooth, a cobblestone if you will.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1377 - Does this sentence contain a metaphor?
Sentence: ""Assuming that a library of large minichromosomes could be generated, how could they be ordered? [and then two approaches are suggested]""","Does this sentence contain a metaphor?
Sentence: ""Assuming that a library of large minichromosomes could be generated, how could they be ordered? [and then two approaches are suggested]""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1379 - Does this sentence contain a metaphor?
Sentence: ""cells...their ability to grow to much higher cell densities""","Does this sentence contain a metaphor?
Sentence: ""cells...their ability to grow to much higher cell densities""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1383 - Does this sentence contain a metaphor?
Sentence: ""(related to cancer) sharpening my weapons in case I have to do battle""","Does this sentence contain a metaphor?
Sentence: ""(related to cancer) sharpening my weapons in case I have to do battle""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1385 - Does this sentence contain a metaphor?
[on having cancer]:Sentence: ""I don’t let the little things bother me anymore, and I appreciate so much more than I ever did. ""","Does this sentence contain a metaphor?
[on having cancer]:Sentence: ""I don’t let the little things bother me anymore, and I appreciate so much more than I ever did. ""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID1387 - Does this sentence contain a metaphor?
Sentence: ""The immune system attacks cancers using activated T cells""","Does this sentence contain a metaphor?
Sentence: ""The immune system attacks cancers using activated T cells""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1389 - Does this sentence contain a metaphor?
Sentence: ""the ability of a carcinogenic agent to initiate cells may depend on the capacity of the cell to metabolize the agent to its ultimate carcinogenic form""","Does this sentence contain a metaphor?
Sentence: ""the ability of a carcinogenic agent to initiate cells may depend on the capacity of the cell to metabolize the agent to its ultimate carcinogenic form""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID1391 - Does this sentence contain a metaphor?
Sentence: ""our player Lucy Kerr has been battling cancer over the past months, she'd gone through so much and has been so incredibly brave and strong""","Does this sentence contain a metaphor?
Sentence: ""our player Lucy Kerr has been battling cancer over the past months, she'd gone through so much and has been so incredibly brave and strong""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID1393 - Does this sentence contain a metaphor?
Sentence: ""During the course of invasion, the same tumour cell mus interact with a variety of extracellular matrix proteins as it traverses each tissue barrier.""","Does this sentence contain a metaphor?
Sentence: ""During the course of invasion, the same tumour cell mus interact with a variety of extracellular matrix proteins as it traverses each tissue barrier.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1395 - Does this sentence contain a metaphor?
Sentence: ""She then discovered that she had a tumour between her rectum and her uterus, but before doctors could operate, she finally conceived""","Does this sentence contain a metaphor?
Sentence: ""She then discovered that she had a tumour between her rectum and her uterus, but before doctors could operate, she finally conceived""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1397 - Does this sentence contain a metaphor?
[on cancer]:Sentence: ""And I knew right then that I would do whatever it took to get through whatever was headed my way.""","Does this sentence contain a metaphor?
[on cancer]:Sentence: ""And I knew right then that I would do whatever it took to get through whatever was headed my way.""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1399 - Does this sentence contain a metaphor?
Sentence: ""The enzyme RNA polymerase copies or transcribes genes that encode proteins into RNA using monomeric nucleotides similar to, but with subtle differences from, the four nucleotides present in DNA.""","Does this sentence contain a metaphor?
Sentence: ""The enzyme RNA polymerase copies or transcribes genes that encode proteins into RNA using monomeric nucleotides similar to, but with subtle differences from, the four nucleotides present in DNA.""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1401 - Does this sentence contain a metaphor?
Sentence: ""I had my appendix out and I remember I came round out of the anaesthetic screaming, the pain was something else.""","Does this sentence contain a metaphor?
Sentence: ""I had my appendix out and I remember I came round out of the anaesthetic screaming, the pain was something else.""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1403 - Does this sentence contain a metaphor?
Sentence: ""different factors are involved in the mechanisms of different types of cancer""","Does this sentence contain a metaphor?
Sentence: ""different factors are involved in the mechanisms of different types of cancer""",{'no': 3},no,no,LLM matches the gold standard.,True
"QID1407 - Does this sentence contain a metaphor?
Sentence: ""This result could be based on the poorer communication of tumor cells with their environments and with neighboring cells""","Does this sentence contain a metaphor?
Sentence: ""This result could be based on the poorer communication of tumor cells with their environments and with neighboring cells""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID1409 - Does this sentence contain a metaphor?
Sentence: ""its rapidly developing drug resistance""","Does this sentence contain a metaphor?
Sentence: ""its rapidly developing drug resistance""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1411 - Does this sentence contain a metaphor?
Sentence: ""An increased understanding of the mechanisms of tumor cell invasion may lead to the development of pharmacologic agents or strategies that block tumor cell invasion""","Does this sentence contain a metaphor?
Sentence: ""An increased understanding of the mechanisms of tumor cell invasion may lead to the development of pharmacologic agents or strategies that block tumor cell invasion""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID1413 - Does this sentence contain a metaphor?
Sentence: ""Genes that are transcribed into mRNA are translated into the cytoplasm into proteins by a translation system that deciphers the amino acid sequence encoded in the mRNA trnascript.""","Does this sentence contain a metaphor?
Sentence: ""Genes that are transcribed into mRNA are translated into the cytoplasm into proteins by a translation system that deciphers the amino acid sequence encoded in the mRNA trnascript.""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1415 - Does this sentence contain a metaphor?
Sentence: ""A woman who survived aggressive cancer said thieves who took her family's caravan had also ""stolen our dreams""""","Does this sentence contain a metaphor?
Sentence: ""A woman who survived aggressive cancer said thieves who took her family's caravan had also ""stolen our dreams""""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1417 - Does this sentence contain a metaphor?
Sentence: ""Maybe we could culture the bugs from the mums to purposefully colonise the babies  in other words, a scientifically controlled version of vaginal seeding""","Does this sentence contain a metaphor?
Sentence: ""Maybe we could culture the bugs from the mums to purposefully colonise the babies  in other words, a scientifically controlled version of vaginal seeding""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1419 - Does this sentence contain a metaphor?
Sentence: ""cell-cell interactions""","Does this sentence contain a metaphor?
Sentence: ""cell-cell interactions""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID1421 - Does this sentence contain a metaphor?
Sentence: ""Three-step theory of invasion""","Does this sentence contain a metaphor?
Sentence: ""Three-step theory of invasion""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1423 - Does this sentence contain a metaphor?
Sentence: ""A molecular diagnostic test (RT-PCR) to detect coronavirus in respiratory samples was developed very early by the Central Virology Laboratory""","Does this sentence contain a metaphor?
Sentence: ""A molecular diagnostic test (RT-PCR) to detect coronavirus in respiratory samples was developed very early by the Central Virology Laboratory""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID1425 - Does this sentence contain a metaphor?
Sentence: ""cytotoxic killer cells and lymphokine activated killer cells""","Does this sentence contain a metaphor?
Sentence: ""cytotoxic killer cells and lymphokine activated killer cells""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1427 - Does this sentence contain a metaphor?
Sentence: ""I be low then I be high it’s like a battle knife to a gun fight no need to worry it’s the story of my life blood sugar""","Does this sentence contain a metaphor?
Sentence: ""I be low then I be high it’s like a battle knife to a gun fight no need to worry it’s the story of my life blood sugar""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1429 - Does this sentence contain a metaphor?
Sentence: ""its [the tumor cell's] ability to produce a large number of progeny""","Does this sentence contain a metaphor?
Sentence: ""its [the tumor cell's] ability to produce a large number of progeny""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1431 - Does this sentence contain a metaphor?
Sentence: ""a large number of these hypoxic cells might in fact be doomed""","Does this sentence contain a metaphor?
Sentence: ""a large number of these hypoxic cells might in fact be doomed""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1433 - Does this sentence contain a metaphor?
Sentence: ""The mammalian cell is taught and explained in many K-12 classes as well as in college. From my vantage point they are explained with 10-20 essential parts. This simplification is necessary in the learning process to prime students' minds about the subject. But this framework misses something. Mammalian cells, as they occur in real life, are extremely complicated dynamic entities. To get a feel for actually may be occurring, a stadium metaphor may be helpful. Visualize a football stadium on game day; it is a huge structure with ten of thousands of people coming and going some sitting, some moving. Some the activity is highly structured, the game itself and the fans sitting in the seats. Some of the activity is unstructured. Penalties in the game and fans getting drunk and starting fights.  The key point is that there are thousand of movements within the confined and structured space of the stadium. This crudely approximates the dynamic physiology of a mammalian cell.""","Does this sentence contain a metaphor?
Sentence: ""The mammalian cell is taught and explained in many K-12 classes as well as in college. From my vantage point they are explained with 10-20 essential parts. This simplification is necessary in the learning process to prime students' minds about the subject. But this framework misses something. Mammalian cells, as they occur in real life, are extremely complicated dynamic entities. To get a feel for actually may be occurring, a stadium metaphor may be helpful. Visualize a football stadium on game day; it is a huge structure with ten of thousands of people coming and going some sitting, some moving. Some the activity is highly structured, the game itself and the fans sitting in the seats. Some of the activity is unstructured. Penalties in the game and fans getting drunk and starting fights.  The key point is that there are thousand of movements within the confined and structured space of the stadium. This crudely approximates the dynamic physiology of a mammalian cell.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1435 - Does this sentence contain a metaphor?
Sentence: ""the resistance of normal cartilage""","Does this sentence contain a metaphor?
Sentence: ""the resistance of normal cartilage""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID1437 - Does this sentence contain a metaphor?
Sentence: ""Naomi Alderman tells the story of Paul Ehrlich's cure for syphilis and his 'magic bullet' approach using targeted treatments that hit the disease and not the patient""","Does this sentence contain a metaphor?
Sentence: ""Naomi Alderman tells the story of Paul Ehrlich's cure for syphilis and his 'magic bullet' approach using targeted treatments that hit the disease and not the patient""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1439 - Does this sentence contain a metaphor?
Sentence: ""Cancer chemotherapy and radiotherapy can estroy the body's immune defenses in hurting immunologically important cells but also breaking the barriers represented by skin and mucous membranes.""","Does this sentence contain a metaphor?
Sentence: ""Cancer chemotherapy and radiotherapy can estroy the body's immune defenses in hurting immunologically important cells but also breaking the barriers represented by skin and mucous membranes.""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID1441 - Does this sentence contain a metaphor?
Sentence: ""Organisms responsible for bacteremia in profoundly neutropenic patients may be found colonizing various body sites before development of bacteremia""","Does this sentence contain a metaphor?
Sentence: ""Organisms responsible for bacteremia in profoundly neutropenic patients may be found colonizing various body sites before development of bacteremia""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID1443 - Does this sentence contain a metaphor?
Sentence: ""The best exercise to control high blood pressure seems to be virtually any exercise....Get up and get going!""","Does this sentence contain a metaphor?
Sentence: ""The best exercise to control high blood pressure seems to be virtually any exercise....Get up and get going!""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID1445 - Does this sentence contain a metaphor?
Sentence: ""promoting agents, or the new class of ""progressor"" agents""","Does this sentence contain a metaphor?
Sentence: ""promoting agents, or the new class of ""progressor"" agents""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1447 - Does this sentence contain a metaphor?
Sentence: ""what did i think all my normal little cells were doing after being hit by a sledgehammer of both toxic chemicals and radiation""","Does this sentence contain a metaphor?
Sentence: ""what did i think all my normal little cells were doing after being hit by a sledgehammer of both toxic chemicals and radiation""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1449 - Does this sentence contain a metaphor?
Sentence: ""study the sisters in the hope that they would reveal vital clues about the cause of the disease""","Does this sentence contain a metaphor?
Sentence: ""study the sisters in the hope that they would reveal vital clues about the cause of the disease""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1452 - Does this sentence contain a metaphor?
Sentence: ""cells...and their progeny""","Does this sentence contain a metaphor?
Sentence: ""cells...and their progeny""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1454 - Does this sentence contain a metaphor?
Sentence: ""The size of these seeds [of metastases]""","Does this sentence contain a metaphor?
Sentence: ""The size of these seeds [of metastases]""","{'yes': 1, 'no': 1}",Tie,**yes**,Tie among humans; accepted.,True
"QID1456 - Does this sentence contain a metaphor?
Sentence: ""I felt on top of things.""","Does this sentence contain a metaphor?
Sentence: ""I felt on top of things.""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
